Day,Date,Obama Approve,Obama Disapprove,Date,Bush Approve,Bush Disapprove
947,08/24/11,43.4,50.6,08/24/03,56,37.5
948,08/25/11,43.6,50.9,08/25/03,56,37.5
949,08/26/11,43.8,52.2,08/26/03,55.9,37.2
950,08/27/11,44,52,08/27/03,55.6,37
951,08/28/11,43.6,52.8,08/28/03,55.7,36.7
952,08/29/11,43.4,53,08/29/03,55.7,36.7
953,08/30/11,43,53.2,08/30/03,55.7,36.7
954,08/31/11,43,53.2,08/31/03,55.7,36.7
955,09/01/11,43.6,51.4,09/01/03,55.4,37.5
956,09/02/11,43.7,51.3,09/02/03,55.3,38.3
957,09/03/11,43.9,51.3,09/03/03,55.1,38.9
958,09/04/11,43.7,51.3,09/04/03,54.8,39.3
959,09/05/11,43.7,51.3,09/05/03,54.4,39.6
960,09/06/11,43.6,51.5,09/06/03,54,40.3
961,09/07/11,43.4,51.6,09/07/03,54.3,40
962,09/08/11,43.8,51.6,09/08/03,54.3,40
963,09/09/11,43.5,51.5,09/09/03,54.3,40
964,09/10/11,43.7,51.1,09/10/03,54.3,40
965,09/11/11,43.3,50.7,09/11/03,54.7,39.8
966,09/12/11,43.7,50.8,09/12/03,54.5,39.6
967,09/13/11,43.9,51.4,09/13/03,54.5,39.6
968,09/14/11,44,51,09/14/03,54.5,39.6
969,09/15/11,44,51,09/15/03,54.7,39.5
970,09/16/11,43.9,50.8,09/16/03,55,39.7
971,09/17/11,43.8,51.1,09/17/03,55.1,39.7
972,09/18/11,43.9,51.6,09/18/03,55,39.4
973,09/19/11,43.8,51.3,09/19/03,55,39.4
974,09/20/11,43.6,50.9,09/20/03,55,39.4
975,09/21/11,43.6,50.7,09/21/03,55,39.4
976,09/22/11,43.4,51,09/22/03,54,40
977,09/23/11,43.3,51.1,09/23/03,53.4,40.3
978,09/24/11,42.9,51.6,09/24/03,53.4,40.3
979,09/25/11,43.3,51.1,09/25/03,52.9,40.9
980,09/26/11,42.8,51.2,09/26/03,52.1,41.8
981,09/27/11,43.2,50.8,09/27/03,51.9,42.7
982,09/28/11,43,51.2,09/28/03,52.1,42.5
983,09/29/11,42.7,51.1,09/29/03,52.1,42.5
984,09/30/11,42.5,51.7,09/30/03,52.4,42.3
985,10/01/11,42.8,51.5,10/01/03,52.7,42.7
986,10/02/11,43,51.5,10/02/03,52.5,43
987,10/03/11,43,50.3,10/03/03,52.5,43
988,10/04/11,42.7,51,10/04/03,52.5,43
989,10/05/11,42.8,51.5,10/05/03,52.7,42.3
990,10/06/11,42.5,51.5,10/06/03,52.9,42.1
991,10/07/11,42.3,51.8,10/07/03,52.9,42.1
992,10/08/11,42.1,51.4,10/08/03,52.9,42.1
993,10/09/11,42,51.6,10/09/03,52.6,41.5
994,10/10/11,42.1,51.3,10/10/03,53,41.8
995,10/11/11,42.5,51,10/11/03,53.2,42
996,10/12/11,43.4,50.8,10/12/03,53.2,42
997,10/13/11,43.6,50.8,10/13/03,53.8,41.5
998,10/14/11,43.4,50.9,10/14/03,53.8,41.5
999,10/15/11,43.8,51.7,10/15/03,53.8,41.5
1000,10/16/11,43.7,51.8,10/16/03,53,41
1001,10/17/11,43.7,51.7,10/17/03,52.5,40.6
1002,10/18/11,43.6,52,10/18/03,52.2,40.4
1003,10/19/11,43.9,51.7,10/19/03,51.8,39.9
1004,10/20/11,43.9,51.8,10/20/03,51,39.5
1005,10/21/11,44.1,51.4,10/21/03,51,39.5
1006,10/22/11,44,51.4,10/22/03,51.7,39.7
1007,10/23/11,43.8,51.3,10/23/03,52.4,39.9
1008,10/24/11,43.8,51.5,10/24/03,52.4,39.9
1009,10/25/11,44.2,50.7,10/25/03,52.4,39.9
1010,10/26/11,43.8,51,10/26/03,52.9,40.1
1011,10/27/11,43.9,50.6,10/27/03,53.3,40.3
1012,10/28/11,44,50.4,10/28/03,53.3,40.3
1013,10/29/11,44.1,50.6,10/29/03,53.3,40.3
1014,10/30/11,44.3,50.6,10/30/03,53.3,40.3
1015,10/31/11,44.1,50.7,10/31/03,53,41
1016,11/01/11,44,50.9,11/01/03,52.7,41.4
1017,11/02/11,45,49.6,11/02/03,52.7,41.4
1018,11/03/11,45.2,49.2,11/03/03,52.7,41.4
1019,11/04/11,45,50.6,11/04/03,52.5,42
1020,11/05/11,45.4,50.6,11/05/03,52.5,42.4
1021,11/06/11,45.2,50.4,11/06/03,52.1,42.7
1022,11/07/11,45.3,50.7,11/07/03,52.5,43
1023,11/08/11,45.1,50.7,11/08/03,52.3,43
1024,11/09/11,45,50.7,11/09/03,52,43.2
1025,11/10/11,44.9,50.4,11/10/03,52.3,43.3
1026,11/11/11,45,50.7,11/11/03,52.3,43.3
1027,11/12/11,44.8,50.3,11/12/03,52.3,43.3
1028,11/13/11,45.2,50.2,11/13/03,52.3,43.3
1029,11/14/11,45.3,50,11/14/03,52.5,43
1030,11/15/11,45.4,50.5,11/15/03,52.7,43
1031,11/16/11,44.7,50.8,11/16/03,52.5,43
1032,11/17/11,43.6,50.2,11/17/03,52.2,42.8
1033,11/18/11,43.7,49.8,11/18/03,52.2,42.8
1034,11/19/11,43.9,49.4,11/19/03,52.2,42.8
1035,11/20/11,44.5,49,11/20/03,51.8,43.2
1036,11/21/11,44.3,49.1,11/21/03,51.3,43.7
1037,11/22/11,44,49.5,11/22/03,51.3,43.7
1038,11/23/11,43.4,49.9,11/23/03,51.3,43.7
1039,11/24/11,43.4,49.9,11/24/03,51.7,43
1040,11/25/11,43.4,50,11/25/03,51.7,43
1041,11/26/11,43.7,49.8,11/26/03,51.3,42.4
1042,11/27/11,43.7,49.8,11/27/03,52,42.4
1043,11/28/11,43.6,50.6,11/28/03,52.2,41.7
1044,11/29/11,43.4,51.2,11/29/03,52.2,41.7
1045,11/30/11,43.2,51.4,11/30/03,52.8,42
1046,12/01/11,43,51.6,12/01/03,52,41.5
1047,12/02/11,43,51.4,12/02/03,52.4,40.7
1048,12/03/11,43.2,51.4,12/03/03,53.4,40.4
1049,12/04/11,43.4,51,12/04/03,54,40
1050,12/05/11,43.8,50.8,12/05/03,54.5,39.5
1051,12/06/11,43.2,51.4,12/06/03,54,40
1052,12/07/11,43.2,51.4,12/07/03,54,40
1053,12/08/11,43.4,51.4,12/08/03,53.8,40.6
1054,12/09/11,43.6,51.4,12/09/03,53.5,41.4
1055,12/10/11,43.5,50.8,12/10/03,53.7,41
1056,12/11/11,44,50,12/11/03,53.2,41.5
1057,12/12/11,44.5,49.3,12/12/03,53,41.3
1058,12/13/11,45.2,48.2,12/13/03,53.3,40.7
1059,12/14/11,45.1,48.1,12/14/03,55,39.7
1060,12/15/11,45.1,48.3,12/15/03,56.5,39
1061,12/16/11,45,49,12/16/03,57.2,38.3
1062,12/17/11,44.9,49.3,12/17/03,57.7,37.4
1063,12/18/11,44.9,49.3,12/18/03,58,37.1
1064,12/19/11,45.8,50,12/19/03,58,37.1
1065,12/20/11,46.5,49.7,12/20/03,58,37.1
1066,12/21/11,46.6,48.7,12/21/03,57.8,36.7
1067,12/22/11,46.9,48.4,12/22/03,57.9,36.5
1068,12/23/11,46.7,48.6,12/23/03,57.7,36.3
1069,12/24/11,46.7,48.6,12/24/03,57.7,36.3
1070,12/25/11,46.7,48.6,12/25/03,57.7,36.3
1071,12/26/11,47.1,48.1,12/26/03,57.7,36.3
1072,12/27/11,47.6,47.8,12/27/03,57.5,36.5
1073,12/28/11,46.8,48.2,12/28/03,57.9,36.8
1074,12/29/11,46.2,48.8,12/29/03,57.4,37
1075,12/30/11,46.4,48.2,12/30/03,57.4,37
1076,12/31/11,46.8,47.8,12/31/03,57.4,37
1077,01/01/12,46.8,47.8,01/01/04,57,37.3
1078,01/02/12,46.8,47.8,01/02/04,57.1,37.5
1079,01/03/12,47.2,47.8,01/03/04,57.2,37.7
1080,01/04/12,47.6,47.6,01/04/04,57,37.5
1081,01/05/12,47.2,47.8,01/05/04,56.8,37.8
1082,01/06/12,47.2,47.6,01/06/04,56.7,38
1083,01/07/12,47.2,47.6,01/07/04,56.7,38
1084,01/08/12,47.2,47.6,01/08/04,56.7,38
1085,01/09/12,47,49.3,01/09/04,56.7,38
1086,01/10/12,44.5,50.3,01/10/04,56.5,37
1087,01/11/12,45.3,49.8,01/11/04,56.5,36.5
1088,01/12/12,45.5,49,01/12/04,56.4,35.8
1089,01/13/12,45.6,48.6,01/13/04,56.4,35.8
1090,01/14/12,45.4,49.2,01/14/04,56.4,35.8
1091,01/15/12,45.4,49.2,01/15/04,56.4,35.8
1092,01/16/12,45.9,49,01/16/04,55.7,37
1093,01/17/12,46,48.8,01/17/04,55.2,38.5
1094,01/18/12,45.9,48.3,01/18/04,54.2,39.8
1095,01/19/12,46,48.3,01/19/04,53.5,42
1096,01/20/12,46,48.3,01/20/04,53.5,41
1097,01/21/12,46,48.3,01/21/04,53,40.3
1098,01/22/12,45.7,48.4,01/22/04,52.8,40.5
1099,01/23/12,45.9,48.3,01/23/04,52.5,40.7
1100,01/24/12,46,48.3,01/24/04,52.3,40.9
1101,01/25/12,46.3,48.1,01/25/04,52,41
1102,01/26/12,46.1,48.3,01/26/04,52,41
1103,01/27/12,46,48.3,01/27/04,52,41
1104,01/28/12,46.5,47.9,01/28/04,51.3,42
1105,01/29/12,46.8,47.6,01/29/04,51,43
1106,01/30/12,47,47.4,01/30/04,50.4,43.7
1107,01/31/12,47,47.5,01/31/04,49.8,44.5
1108,02/01/12,46.5,47.9,02/01/04,49.5,45
1109,02/02/12,46.5,47.9,02/02/04,48.7,45.7
1110,02/03/12,46.3,48.1,02/03/04,49.5,45
1111,02/04/12,46.5,47.8,02/04/04,50.2,44.2
1112,02/05/12,47.3,46.8,02/05/04,51,44
1113,02/06/12,48.5,46.5,02/06/04,51.6,43.8
1114,02/07/12,48.6,47.4,02/07/04,51.6,43.8
1115,02/08/12,48.6,47.4,02/08/04,51.6,43.8
1116,02/09/12,49,47,02/09/04,51.6,43.8
1117,02/10/12,48.8,46.8,02/10/04,51.3,44
1118,02/11/12,48.8,46.8,02/11/04,51.4,44
1119,02/12/12,48,47.2,02/12/04,51.1,44.3
1120,02/13/12,48.4,47,02/13/04,51.1,44.3
1121,02/14/12,48.7,46.2,02/14/04,51.1,44.3
1122,02/15/12,48.8,46.4,02/15/04,50.7,44.7
1123,02/16/12,48.5,46.9,02/16/04,50.3,45.2
1124,02/17/12,48.8,47,02/17/04,50.3,45.2
1125,02/18/12,49,46.8,02/18/04,50.3,45.2
1126,02/19/12,48.9,46.8,02/19/04,49.8,44
1127,02/20/12,48.6,46.6,02/20/04,49,43.3
1128,02/21/12,48.6,46.8,02/21/04,48,42.5
1129,02/22/12,48.9,46.8,02/22/04,48.7,43
1130,02/23/12,48.5,47.2,02/23/04,49,43.5
1131,02/24/12,48.1,46.9,02/24/04,49.3,43.4
1132,02/25/12,47.9,46.9,02/25/04,49,44
1133,02/26/12,47.6,47.1,02/26/04,49,44
1134,02/27/12,48.1,48.1,02/27/04,49,44
1135,02/28/12,48.1,48.4,02/28/04,49.2,44.3
1136,02/29/12,48.6,48.3,02/29/04,49.4,44.8
1137,03/01/12,48.7,48.1,03/01/04,49.6,45.3
1138,03/02/12,48.9,48.1,03/02/04,49.5,46
1139,03/03/12,48.7,48,03/03/04,49.8,46.5
1140,03/04/12,48.7,48,03/04/04,49.8,46.5
1141,03/05/12,48.1,48,03/05/04,49.8,46.5
1142,03/06/12,48.3,47.6,03/06/04,49.8,46.5
1143,03/07/12,48.6,47.3,03/07/04,49.5,46.6
1144,03/08/12,49.1,46.9,03/08/04,49,46.7
1145,03/09/12,49.2,47.2,03/09/04,49,46.7
1146,03/10/12,48.8,47.4,03/10/04,49.1,46.6
1147,03/11/12,47.5,48.3,03/11/04,49.2,46.8
1148,03/12/12,46.6,47.4,03/12/04,49.1,47
1149,03/13/12,47.2,47.8,03/13/04,49.4,46.6
1150,03/14/12,47.1,46.9,03/14/04,49.6,46.2
1151,03/15/12,46.8,47.3,03/15/04,49.8,45.8
1152,03/16/12,46.9,47.1,03/16/04,49.8,45.8
1153,03/17/12,46.9,47.1,03/17/04,49.8,45.8
1154,03/18/12,47.1,46.9,03/18/04,49.9,45.6
1155,03/19/12,47.5,46.5,03/19/04,50,45.7
1156,03/20/12,47.5,46.5,03/20/04,50.1,45.8
1157,03/21/12,47,46.8,03/21/04,49.9,45.5
1158,03/22/12,46.9,47,03/22/04,49.7,45.8
1159,03/23/12,47,46.9,03/23/04,50,46
1160,03/24/12,47.1,46.8,03/24/04,50,46
1161,03/25/12,46.9,46.8,03/25/04,49.8,45.5
1162,03/26/12,47.1,46.8,03/26/04,49.6,45.3
1163,03/27/12,47.1,46.9,03/27/04,49.4,45.2
1164,03/28/12,47.7,46.5,03/28/04,49.2,44.8
1165,03/29/12,47.3,46.9,03/29/04,49,44.3
1166,03/30/12,47.7,47,03/30/04,49,44.3
1167,03/31/12,47.3,47.5,03/31/04,49,44.3
1168,04/01/12,47.8,46.7,04/01/04,48.9,44.8
1169,04/02/12,48,46.5,04/02/04,48.8,45.1
1170,04/03/12,48,46.5,04/03/04,48.7,45.4
1171,04/04/12,47.8,47,04/04/04,48.8,45.8
1172,04/05/12,48.2,47,04/05/04,48.6,46.4
1173,04/06/12,48.5,46.3,04/06/04,48.6,46.4
1174,04/07/12,48.3,46.5,04/07/04,48.6,46.4
1175,04/08/12,48.3,46.5,04/08/04,48.7,46.3
1176,04/09/12,48,46.5,04/09/04,48.8,46.4
1177,04/10/12,48,47,04/10/04,48.7,46.5
1178,04/11/12,48.4,46.6,04/11/04,48.6,46.6
1179,04/12/12,47.8,47,04/12/04,48.7,46.6
1180,04/13/12,47.7,47.2,04/13/04,48.8,46.6
1181,04/14/12,47.3,47.7,04/14/04,48.9,47
1182,04/15/12,47.2,48,04/15/04,49,47.2
1183,04/16/12,47.3,48.2,04/16/04,49.4,47.6
1184,04/17/12,47.1,48,04/17/04,49.4,48
1185,04/18/12,47.3,47.3,04/18/04,49.3,48.2
1186,04/19/12,47.6,47,04/19/04,49.5,48.8
1187,04/20/12,47.5,47,04/20/04,49.4,48
1188,04/21/12,47.6,47,04/21/04,49.3,47.7
1189,04/22/12,47.4,47.1,04/22/04,49.7,47.3
1190,04/23/12,48.1,47.3,04/23/04,50.2,47
1191,04/24/12,48.3,47.1,04/24/04,49.8,46.5
1192,04/25/12,47.9,47.6,04/25/04,49.6,46.3
1193,04/26/12,48.1,47.4,04/26/04,49.4,46.1
1194,04/27/12,48,47.4,04/27/04,49.2,45.7
1195,04/28/12,48,47.5,04/28/04,48.8,45.3
1196,04/29/12,47.8,47.6,04/29/04,49,45.2
1197,04/30/12,47.6,48,04/30/04,49.2,45.1
1198,05/01/12,47.8,47.9,05/01/04,49.4,45
1199,05/02/12,48.1,47.5,05/02/04,48.6,45
1200,05/03/12,48.1,47.3,05/03/04,48,45.2
1201,05/04/12,47.9,47.4,05/04/04,47.4,45.4
1202,05/05/12,47.6,47.6,05/05/04,47.9,45.5
1203,05/06/12,47.3,48,05/06/04,48.3,45.7
1204,05/07/12,47.1,48,05/07/04,48.2,46
1205,05/08/12,47.3,47.9,05/08/04,48.1,46.1
1206,05/09/12,47.3,47.9,05/09/04,48,46.3
1207,05/10/12,47.4,47.9,05/10/04,48.2,46.5
1208,05/11/12,48.2,48.5,05/11/04,47.7,47
1209,05/12/12,48,48.7,05/12/04,47.2,47.4
1210,05/13/12,48,48.5,05/13/04,46.4,48
1211,05/14/12,48.3,48.6,05/14/04,45.6,49
1212,05/15/12,48,48.5,05/15/04,45,50
1213,05/16/12,48.3,48.3,05/16/04,44.9,50.1
1214,05/17/12,48.4,48.1,05/17/04,44.8,50.2
1215,05/18/12,48.7,48,05/18/04,44.8,50.2
1216,05/19/12,48.6,47.9,05/19/04,44.8,50.2
1217,05/20/12,48.9,47.6,05/20/04,44.8,50.2
1218,05/21/12,49,47.6,05/21/04,45,50
1219,05/22/12,48.7,47.6,05/22/04,45.2,49.7
1220,05/23/12,48.7,47.6,05/23/04,45.4,49.3
1221,05/24/12,48.2,47.8,05/24/04,45.5,49
1222,05/25/12,48,47.8,05/25/04,45.6,48.8
1223,05/26/12,48.2,47.4,05/26/04,45.5,49
1224,05/27/12,48.2,47.4,05/27/04,45.6,48.9
1225,05/28/12,48.2,47.4,05/28/04,45.7,49.1
1226,05/29/12,48.4,47.2,05/29/04,45.6,49.3
1227,05/30/12,48,47.4,05/30/04,45.8,49.4
1228,05/31/12,48,47.4,05/31/04,45.8,49.4
1229,06/01/12,48.2,47.8,06/01/04,45.8,49.4
1230,06/02/12,48,48,06/02/04,45.8,49.4
1231,06/03/12,47.3,48.7,06/03/04,45.9,49.7
1232,06/04/12,47.8,48.2,06/04/04,45.7,49.9
1233,06/05/12,47.4,47.4,06/05/04,46,50
1234,06/06/12,47.7,47.3,06/06/04,45.8,50.5
1235,06/07/12,47.4,47.3,06/07/04,46,51
1236,06/08/12,47.6,47.1,06/08/04,46.3,50.8
1237,06/09/12,47.6,47,06/09/04,46.3,50.3
1238,06/10/12,48.2,47.7,06/10/04,47,49.8
1239,06/11/12,48.3,47.7,06/11/04,47,49.8
1240,06/12/12,48.1,48.1,06/12/04,47.2,49.5
1241,06/13/12,47.9,48.1,06/13/04,47.5,49.1
1242,06/14/12,47.7,48.4,06/14/04,47.7,48.7
1243,06/15/12,47.4,48.6,06/15/04,47.9,48.5
1244,06/16/12,47.6,48.6,06/16/04,48,48.1
1245,06/17/12,47.3,48.9,06/17/04,48,48.1
1246,06/18/12,47.4,48.6,06/18/04,48.2,47.9
1247,06/19/12,47.1,48.7,06/19/04,48.4,47.7
1248,06/20/12,48.3,48,06/20/04,48.6,47.5
1249,06/21/12,47.9,47.8,06/21/04,48.9,47.3
1250,06/22/12,47.7,47.7,06/22/04,49.3,47
1251,06/23/12,47.9,47.4,06/23/04,49.4,46.9
1252,06/24/12,48.5,47.7,06/24/04,49.3,47
1253,06/25/12,48.2,47.8,06/25/04,49.1,47.2
1254,06/26/12,48.1,47.6,06/26/04,48.8,47.4
1255,06/27/12,47.9,47.7,06/27/04,48.6,47.5
1256,06/28/12,48,46.9,06/28/04,48.3,47.5
1257,06/29/12,47.9,47.5,06/29/04,48,47.7
1258,06/30/12,48,47.6,06/30/04,47.7,47.9
1259,07/01/12,47.9,47.7,07/01/04,47.5,48
1260,07/02/12,47.7,48.1,07/02/04,47.4,48.2
1261,07/03/12,47.7,48.1,07/03/04,47.4,48.4
1262,07/04/12,47.8,48.3,07/04/04,47.2,48.1
1263,07/05/12,47.6,48.3,07/05/04,47.2,48.1
1264,07/06/12,47.3,48.3,07/06/04,47,47.9
1265,07/07/12,47.7,48,07/07/04,47.1,47.7
1266,07/08/12,47.4,48.3,07/08/04,47.2,47.5
1267,07/09/12,47,48.6,07/09/04,47.1,47.6
1268,07/10/12,46.7,48.9,07/10/04,47,47.5
1269,07/11/12,46.9,48.6,07/11/04,46.8,47.8
1270,07/12/12,47,48.8,07/12/04,46.7,48
1271,07/13/12,47.3,48.8,07/13/04,46.7,48
1272,07/14/12,47.3,48.4,07/14/04,46.9,48
1273,07/15/12,47.3,48.4,07/15/04,47.1,48.5
1274,07/16/12,47.3,48.3,07/16/04,47.2,49
1275,07/17/12,47.2,48.4,07/17/04,47.4,48.7
1276,07/18/12,46.8,47.8,07/18/04,47.1,48.5
1277,07/19/12,46.9,47.9,07/19/04,47.1,48.5
1278,07/20/12,47,47.6,07/20/04,47.5,48.1
1279,07/21/12,47,47.8,07/21/04,47.9,47.7
1280,07/22/12,47.1,47.6,07/22/04,48.1,47.2
1281,07/23/12,46.9,47.9,07/23/04,48.6,46.9
1282,07/24/12,47,47.9,07/24/04,48.9,47.1
1283,07/25/12,47.1,47.9,07/25/04,48.7,47.3
1284,07/26/12,47.3,47.8,07/26/04,48.8,47.4
1285,07/27/12,47.2,48,07/27/04,48.8,47.4
1286,07/28/12,47.1,48.1,07/28/04,48.8,47.4
1287,07/29/12,47.1,47.9,07/29/04,48.8,47.4
1288,07/30/12,47.5,47.5,07/30/04,48.3,47.8
1289,07/31/12,47.4,47.5,07/31/04,47.8,48
1290,08/01/12,47.4,47.8,08/01/04,47.3,48.2
1291,08/02/12,47,48,08/02/04,46.9,48.4
1292,08/03/12,46.9,48,08/03/04,46.6,48.6
1293,08/04/12,47,47.9,08/04/04,46.9,48.8
1294,08/05/12,47.1,47.6,08/05/04,47.2,48.7
1295,08/06/12,47.5,47.4,08/06/04,47.5,48.5
1296,08/07/12,47.8,47.4,08/07/04,47.6,48.3
1297,08/08/12,47.9,47.4,08/08/04,47.7,48
1298,08/09/12,47.8,47.6,08/09/04,47.7,48
1299,08/10/12,47.3,48.3,08/10/04,47.7,48
1300,08/11/12,47,48.3,08/11/04,47.7,48
1301,08/12/12,47.5,48.5,08/12/04,47.7,48
1302,08/13/12,48,48.4,08/13/04,47.8,47.8
1303,08/14/12,48.4,48.4,08/14/04,47.9,47.6
1304,08/15/12,48,48.8,08/15/04,48.1,47.4
1305,08/16/12,48,48.8,08/16/04,48.3,47.3
1306,08/17/12,48,48.8,08/17/04,48.7,46.6
1307,08/18/12,48,48.7,08/18/04,49,45.5
1308,08/19/12,48.5,48.3,08/19/04,49.3,45.8
1309,08/20/12,48.7,48,08/20/04,49.4,45.7
1310,08/21/12,48.2,48.5,08/21/04,49.4,45.7
1311,08/22/12,48.3,48.9,08/22/04,49.4,45.7
1312,08/23/12,48,48.9,08/23/04,49.4,45.7
1313,08/24/12,48.1,48.6,08/24/04,49.5,46
1314,08/25/12,48,48.4,08/25/04,49.5,46
1315,08/26/12,47.9,48.3,08/26/04,49.6,46.1
1316,08/27/12,47.9,48.3,08/27/04,49.8,46.3
1317,08/28/12,47.6,48.4,08/28/04,49.8,46.3
1318,08/29/12,47.7,48.6,08/29/04,49.8,46.3
1319,08/30/12,47.7,48.7,08/30/04,49.5,46.7
1320,08/31/12,47.8,48.6,08/31/04,49.5,46.7
1321,09/01/12,47.4,48.9,09/01/04,50.2,46
1322,09/02/12,47.1,49,09/02/04,50.2,46
1323,09/03/12,47.2,49.2,09/03/04,51.8,45.5
1324,09/04/12,47.2,48.8,09/04/04,52.4,45
1325,09/05/12,47.3,48.8,09/05/04,52.6,44.7
1326,09/06/12,47.5,48.8,09/06/04,52.7,44.3
1327,09/07/12,48,48.5,09/07/04,52.7,44.3
1328,09/08/12,48.5,47.7,09/08/04,52.7,44.3
1329,09/09/12,49.2,47.4,09/09/04,52.9,44
1330,09/10/12,49.2,47.4,09/10/04,52,43.6
1331,09/11/12,49.6,47.2,09/11/04,51.2,43.5
1332,09/12/12,49.8,46.7,09/12/04,51.2,43.5
1333,09/13/12,49.1,47.3,09/13/04,51.3,43.7
1334,09/14/12,49,47.4,09/14/04,51.3,43.7
1335,09/15/12,49.1,47.4,09/15/04,51.5,43.9
1336,09/16/12,49.4,47.1,09/16/04,51.7,44
1337,09/17/12,49.3,47.3,09/17/04,51.7,44
1338,09/18/12,49.2,47.4,09/18/04,51.7,44
1339,09/19/12,49.6,47.4,09/19/04,51.5,44.4
1340,09/20/12,49.6,47.4,09/20/04,51.1,44.7
1341,09/21/12,49.9,47.3,09/21/04,51.1,45
1342,09/22/12,49.8,47.1,09/22/04,51.3,45.3
1343,09/23/12,50,46.9,09/23/04,51,45.7
1344,09/24/12,50,46.9,09/24/04,50.8,46
1345,09/25/12,49.8,47,09/25/04,50.8,46
1346,09/26/12,49.9,47,09/26/04,50.8,46
1347,09/27/12,49.9,47.3,09/27/04,51.5,45.5
1348,09/28/12,49.9,47.4,09/28/04,51,46
1349,09/29/12,49.6,47.7,09/29/04,51.6,45.7
1350,09/30/12,49.3,47.3,09/30/04,52.3,45.3
1351,10/01/12,48.9,48,10/01/04,52.8,45
1352,10/02/12,48.8,48.5,10/02/04,52,45.5
1353,10/03/12,49.2,48,10/03/04,51,46
1354,10/04/12,49.7,47.7,10/04/04,49.8,46.4
1355,10/05/12,49.6,47.7,10/05/04,50,46.5
1356,10/06/12,49.3,48,10/06/04,50.1,46.8
1357,10/07/12,49.1,48.1,10/07/04,50.3,46.7
1358,10/08/12,49.7,47.8,10/08/04,50.3,46.7
1359,10/09/12,49.7,47.7,10/09/04,50,46.7
1360,10/10/12,49.7,47.7,10/10/04,50.5,46
1361,10/11/12,49.8,47.6,10/11/04,49.7,46.7
1362,10/12/12,49.8,47.6,10/12/04,50,46.3
1363,10/13/12,49.4,48,10/13/04,49.7,46.5
1364,10/14/12,49,48.6,10/14/04,49.5,46.7
1365,10/15/12,49.2,48.2,10/15/04,49.6,47
1366,10/16/12,49.2,48,10/16/04,50.3,46.5
1367,10/17/12,49.4,47.8,10/17/04,50.5,46.6
1368,10/18/12,49.4,47.8,10/18/04,50.4,46.8
1369,10/19/12,49.4,48.2,10/19/04,50,46.8
1370,10/20/12,49,48.4,10/20/04,49.8,46.7
1371,10/21/12,49.3,48,10/21/04,49.8,46.7
1372,10/22/12,49.3,46.8,10/22/04,49.4,46.6
1373,10/23/12,49.5,46.8,10/23/04,49.1,46.7
1374,10/24/12,49.8,46.3,10/24/04,48.9,47
1375,10/25/12,49.3,47.3,10/25/04,48.7,47.3
1376,10/26/12,48.7,47.7,10/26/04,48.7,47.3
1377,10/27/12,48.3,48.1,10/27/04,48.5,47.5
1378,10/28/12,48.7,47.9,10/28/04,48.9,47.1
1379,10/29/12,49.8,48,10/29/04,49.4,46.7
1380,10/30/12,49.7,47.4,10/30/04,49.8,46.5
1381,10/31/12,49.8,47.3,10/31/04,49.8,46.7
1382,11/01/12,49.8,47.3,11/01/04,49.7,46.7
1383,11/02/12,49.9,47.3,11/02/04,49.5,46.8
1384,11/03/12,50,47,11/03/04,49.5,46.8
1385,11/04/12,49.9,47.4,11/04/04,50,46.8
1386,11/05/12,50,47.2,11/05/04,50.7,47
1387,11/06/12,50.1,47.1,11/06/04,51.5,47
1388,11/07/12,50.1,47.1,11/07/04,51.5,47
1389,11/08/12,50,46.9,11/08/04,51.5,47
1390,11/09/12,49.9,47.1,11/09/04,51.9,46.7
1391,11/10/12,50.2,46.7,11/10/04,52.1,46.3
1392,11/11/12,50.3,46.6,11/11/04,52.3,45.9
1393,11/12/12,50.9,46.7,11/12/04,52.5,45.5
1394,11/13/12,51,46.4,11/13/04,52.5,45.5
1395,11/14/12,51,46.4,11/14/04,52.5,45.5
1396,11/15/12,50.9,46.6,11/15/04,52.3,45
1397,11/16/12,50.8,46.8,11/16/04,52.6,44.8
1398,11/17/12,50.8,46.7,11/17/04,52.8,44.2
1399,11/18/12,51,46.5,11/18/04,52.7,43
1400,11/19/12,50.8,46.7,11/19/04,52.7,43
1401,11/20/12,51.3,46.5,11/20/04,52.7,43
1402,11/21/12,50.8,46.8,11/21/04,52.6,43.2
1403,11/22/12,50.8,46.8,11/22/04,52.5,43.4
1404,11/23/12,50.7,46.7,11/23/04,52.5,43.4
1405,11/24/12,50.7,46.7,11/24/04,52.5,43.4
1406,11/25/12,50.8,46.3,11/25/04,52.5,43.4
1407,11/26/12,51.2,46.2,11/26/04,52.3,43.6
1408,11/27/12,51.2,46,11/27/04,52.1,43.9
1409,11/28/12,51,46.3,11/28/04,51.7,44
1410,11/29/12,50.8,46.7,11/29/04,52,43.7
1411,11/30/12,51,46.5,11/30/04,51.8,43.8
1412,12/01/12,51,46.3,12/01/04,51.8,43.8
1413,12/02/12,51,46.3,12/02/04,51.8,43.8
1414,12/03/12,51.8,45.5,12/03/04,51.8,43.8
1415,12/04/12,52.2,45.2,12/04/04,51.6,44.1
1416,12/05/12,51.8,45.8,12/05/04,51.4,44.3
1417,12/06/12,51.6,44.6,12/06/04,51.2,44.7
1418,12/07/12,53,43,12/07/04,50.9,44.9
1419,12/08/12,53.7,42.3,12/08/04,51,45
