Day,Date,Obama Approve,Obama Disapprove,Date,Bush Approve,Bush Disapprove
1420,12/09/12,53.7,42.5,12/09/04,51,45
1421,12/10/12,53.6,42.7,12/10/04,51,45
1422,12/11/12,53.6,42.6,12/11/04,50.7,45.2
1423,12/12/12,53.2,42.6,12/12/04,50.5,45.5
1424,12/13/12,52.9,42.8,12/13/04,50.3,45.7
1425,12/14/12,52.9,42.9,12/14/04,50,45.8
1426,12/15/12,52.9,42.9,12/15/04,49.6,46
1427,12/16/12,53,42.9,12/16/04,49.2,45.6
1428,12/17/12,52.8,43,12/17/04,48.8,45.8
1429,12/18/12,53,42.4,12/18/04,48.8,45.8
1430,12/19/12,53.8,41.5,12/19/04,48.6,46
1431,12/20/12,53.7,41.8,12/20/04,48.5,45.8
1432,12/21/12,53.7,41.8,12/21/04,48.5,45.8
1433,12/22/12,54,41.6,12/22/04,48.5,45.8
1434,12/23/12,53.8,41.8,12/23/04,48.5,45.8
1435,12/24/12,53.8,41.8,12/24/04,48.5,45.8
1436,12/25/12,53.8,41.8,12/25/04,48.9,45.5
1437,12/26/12,53.8,41.8,12/26/04,48.9,45.5
1438,12/27/12,53.6,42,12/27/04,48.9,45.5
1439,12/28/12,53.2,42.2,12/28/04,48.9,45.5
1440,12/29/12,53.2,42.2,12/29/04,49.2,45.2
1441,12/30/12,53.4,42.1,12/30/04,49.4,45
1442,12/31/12,53.4,42.2,12/31/04,49.7,45.4
1443,01/01/13,53.4,42.1,01/01/05,49.5,45.5
1444,01/02/13,53.4,42,01/02/05,49.5,45.5
1445,01/03/13,53.4,42.1,01/03/05,49.5,45.5
1446,01/04/13,53.1,42.2,01/04/05,49.7,45.4
1447,01/05/13,53.1,42.2,01/05/05,49.9,45.3
1448,01/06/13,53.1,42.3,01/06/05,50.1,45.3
1449,01/07/13,53.1,42.2,01/07/05,50,45.1
1450,01/08/13,53.2,42,01/08/05,50.3,45.3
1451,01/09/13,53.3,42.2,01/09/05,50.3,45.3
1452,01/10/13,53.2,42.3,01/10/05,50.3,45.3
1453,01/11/13,53,42.6,01/11/05,50.1,45.5
1454,01/12/13,53.2,42.3,01/12/05,50,45.7
1455,01/13/13,53.2,42.3,01/13/05,50,45.7
1456,01/14/13,53,42.3,01/14/05,50,45.7
1457,01/15/13,53,42.3,01/15/05,50,45.7
1458,01/16/13,53.4,42.4,01/16/05,50.3,45.4
1459,01/17/13,52.8,43,01/17/05,50.5,45.2
1460,01/18/13,52.3,42.9,01/18/05,50.8,45
1461,01/19/13,51.8,43.3,01/19/05,50.8,45
1462,01/20/13,52.2,43.1,01/20/05,50.8,45
1463,01/21/13,52.1,43.1,01/21/05,50.8,45
1464,01/22/13,52.2,43,01/22/05,50.5,44.7
1465,01/23/13,52.4,42.8,01/23/05,50.2,44.5
1466,01/24/13,52.2,43.1,01/24/05,50,44.2
1467,01/25/13,52.3,42.9,01/25/05,49.8,44.1
1468,01/26/13,52.2,42.9,01/26/05,49.8,44.1
1469,01/27/13,52.3,42.8,01/27/05,49.8,44.1
1470,01/28/13,52.2,43.2,01/28/05,49.6,43.9
1471,01/29/13,52.1,43.2,01/29/05,49.4,43.4
1472,01/30/13,52,43.1,01/30/05,49.5,43.6
1473,01/31/13,52.3,42.8,01/31/05,49.3,43.3
1474,02/01/13,52.5,42.8,02/01/05,49.3,43.3
1475,02/02/13,52.4,42.9,02/02/05,49.3,43.3
1476,02/03/13,52.2,43,02/03/05,49.3,43.3
1477,02/04/13,52.3,42.9,02/04/05,49.5,43.7
1478,02/05/13,52.2,42.9,02/05/05,49.7,44
1479,02/06/13,51.7,43.4,02/06/05,49.9,44.4
1480,02/07/13,51.4,43.7,02/07/05,50.1,44.8
1481,02/08/13,51.1,43.8,02/08/05,50,45.1
1482,02/09/13,51.1,43.6,02/09/05,50.4,45.4
1483,02/10/13,51.1,43.8,02/10/05,50.4,45.4
1484,02/11/13,51.4,43.5,02/11/05,50.4,45.4
1485,02/12/13,51,42.7,02/12/05,50.4,45.4
1486,02/13/13,51.2,42.7,02/13/05,50.7,45.2
1487,02/14/13,50.7,42.8,02/14/05,50.6,45.3
1488,02/15/13,50.3,43.3,02/15/05,50.4,45.1
1489,02/16/13,50.3,43.3,02/16/05,50.5,45
1490,02/17/13,50.2,43.5,02/17/05,50.5,45
1491,02/18/13,50.8,43,02/18/05,50.5,45
1492,02/19/13,50.5,43.2,02/19/05,50.1,45.7
1493,02/20/13,50.9,42.4,02/20/05,49.6,46.4
1494,02/21/13,50.6,42.6,02/21/05,49.3,46.8
1495,02/22/13,50.7,42.6,02/22/05,49,45.7
1496,02/23/13,51,42.6,02/23/05,49,45.7
1497,02/24/13,51,42.6,02/24/05,49.3,45.4
1498,02/25/13,51.1,42.3,02/25/05,49.6,45.2
1499,02/26/13,50.8,42.9,02/26/05,50,45.2
1500,02/27/13,50.8,42.8,02/27/05,50.2,45.2
1501,02/28/13,50.9,43.1,02/28/05,50.5,45.5
1502,03/01/13,50.9,43.6,03/01/05,50.7,45.7
1503,03/02/13,50.3,44,03/02/05,50.7,45.7
1504,03/03/13,50,44.1,03/03/05,50.7,45.7
1505,03/04/13,50,44.1,03/04/05,50.3,45.5
1506,03/05/13,50.4,44,03/05/05,50.5,45.6
1507,03/06/13,49.2,45.4,03/06/05,50.4,45.4
1508,03/07/13,48.3,45.8,03/07/05,50.4,45.4
1509,03/08/13,48.7,45.5,03/08/05,50.1,54.3
1510,03/09/13,48.7,45.5,03/09/05,50.3,45.1
1511,03/10/13,48.8,45.3,03/10/05,50,45
1512,03/11/13,48.7,45.5,03/11/05,50,45
1513,03/12/13,48.3,45.7,03/12/05,50.2,45.7
1514,03/13/13,48.5,46.1,03/13/05,50.4,46.4
1515,03/14/13,48.3,46.3,03/14/05,50.6,47
1516,03/15/13,48.2,46.6,03/15/05,50.6,47
1517,03/16/13,48.2,46.4,03/16/05,50.6,47
1518,03/17/13,48.2,46.3,03/17/05,50.4,46.8
1519,03/18/13,48.3,46.6,03/18/05,50.2,46.4
1520,03/19/13,48.5,47.3,03/19/05,50,46.2
1521,03/20/13,48.3,47.3,03/20/05,49.6,46
1522,03/21/13,48,47.4,03/21/05,49.6,46
1523,03/22/13,48,47.4,03/22/05,48.3,46.3
1524,03/23/13,48,47.3,03/23/05,48.3,46.3
1525,03/24/13,48.1,47.3,03/24/05,48.3,46.3
1526,03/25/13,48,47.4,03/25/05,48.6,46.8
1527,03/26/13,48,47.4,03/26/05,48.8,46.8
1528,03/27/13,47.8,47,03/27/05,48.9,47.3
1529,03/28/13,48,46.8,03/28/05,48.7,47.3
1530,03/29/13,47.9,47,03/29/05,48.4,47.7
1531,03/30/13,47.8,47.1,03/30/05,48.5,48
1532,03/31/13,47.6,47.2,03/31/05,48.5,48
1533,04/01/13,47.8,47.2,04/01/05,48.5,48
1534,04/02/13,47.3,47.6,04/02/05,48.5,48
1535,04/03/13,47.6,47,04/03/05,48.1,48.4
1536,04/04/13,47.8,47.1,04/04/05,47.8,48.9
1537,04/05/13,48,47,04/05/05,47.4,48.7
1538,04/06/13,48,46.9,04/06/05,47.2,48.8
1539,04/07/13,48.1,46.5,04/07/05,47.5,48.3
1540,04/08/13,48.4,46.3,04/08/05,47.5,48.3
1541,04/09/13,48.4,46,04/09/05,47.2,49
1542,04/10/13,48.3,46.3,04/10/05,46.9,50.2
1543,04/11/13,48.6,46.4,04/11/05,46.7,51.3
1544,04/12/13,48.9,46.6,04/12/05,46.7,51.3
1545,04/13/13,48.7,46.7,04/13/05,46.7,51.3
1546,04/14/13,48.7,46.4,04/14/05,46.9,51
1547,04/15/13,49,46.3,04/15/05,47,50.7
1548,04/16/13,49.4,46.8,04/16/05,47,50.7
1549,04/17/13,49,46.8,04/17/05,47.1,50.3
1550,04/18/13,48.8,47.2,04/18/05,47,50
1551,04/19/13,49.3,47.2,04/19/05,46.7,49.7
1552,04/20/13,49.5,46.8,04/20/05,46.7,49.7
1553,04/21/13,50,46.5,04/21/05,46.7,49.7
1554,04/22/13,49.3,47,04/22/05,47.1,49.4
1555,04/23/13,49,47.3,04/23/05,46.9,49
1556,04/24/13,48.5,47.8,04/24/05,47.2,48.7
1557,04/25/13,48.4,47.1,04/25/05,47,48.2
1558,04/26/13,48.5,47.1,04/26/05,47.3,47.8
1559,04/27/13,48.5,47.1,04/27/05,47.3,47.8
1560,04/28/13,48.5,46.9,04/28/05,47.3,47.8
1561,04/29/13,48.5,46.9,04/29/05,47.3,47.8
1562,04/30/13,48.3,46.7,04/30/05,47.5,47.6
1563,05/01/13,48.2,46.8,05/01/05,47.7,47.8
1564,05/02/13,48,47,05/02/05,47.9,48.1
1565,05/03/13,47.9,46.6,05/03/05,47.9,48.1
1566,05/04/13,48.3,46.3,05/04/05,47.9,48.1
1567,05/05/13,48.4,46.1,05/05/05,48.2,48.2
1568,05/06/13,48.4,46.3,05/06/05,48.5,48.4
1569,05/07/13,48,46.7,05/07/05,48.8,48.5
1570,05/08/13,48.6,46.3,05/08/05,48.8,48.5
1571,05/09/13,48.4,46.1,05/09/05,48.8,48.5
1572,05/10/13,48.8,45.6,05/10/05,48.4,48.3
1573,05/11/13,48.8,45.6,05/11/05,48.2,48.2
1574,05/12/13,48.8,45.8,05/12/05,48,48
1575,05/13/13,48.6,46.1,05/13/05,48,48
1576,05/14/13,48.6,46.1,05/14/05,48,48
1577,05/15/13,47.6,46.4,05/15/05,47,48.3
1578,05/16/13,47.8,46.4,05/16/05,46.2,48.1
1579,05/17/13,48,46,05/17/05,45.3,48
1580,05/18/13,48.7,45.8,05/18/05,45.3,48
1581,05/19/13,49,46.5,05/19/05,45.8,48.6
1582,05/20/13,48.7,46.8,05/20/05,46.2,48.5
1583,05/21/13,48.3,47.6,05/21/05,46.4,48.9
1584,05/22/13,48.3,48,05/22/05,46.6,49.1
1585,05/23/13,48.4,47.8,05/23/05,46.8,49.3
1586,05/24/13,48.5,47.4,05/24/05,47,49.4
1587,05/25/13,48.4,47.5,05/25/05,47,49.4
1588,05/26/13,48.3,47.6,05/26/05,47,49.4
1589,05/27/13,48.4,47.5,05/27/05,47,49.4
1590,05/28/13,48.3,47.9,05/28/05,46.7,49.8
1591,05/29/13,48.6,47.6,05/29/05,46.6,50.2
1592,05/30/13,48.1,48.4,05/30/05,46.5,50.5
1593,05/31/13,47.7,48.6,05/31/05,46.4,50.9
1594,06/01/13,47.1,48.9,06/01/05,46.4,50.9
1595,06/02/13,46.7,49.3,06/02/05,46.4,50.9
1596,06/03/13,46.6,49.3,06/03/05,46.1,51.2
1597,06/04/13,47.1,48.7,06/04/05,45.9,51.3
1598,06/05/13,47.4,48.1,06/05/05,45.8,51.4
1599,06/06/13,47.8,47.1,06/06/05,45.8,51.4
1600,06/07/13,47.5,47.4,06/07/05,45.6,51.7
1601,06/08/13,47.5,47.3,06/08/05,46,52
1602,06/09/13,47.3,47.4,06/09/05,46,52
1603,06/10/13,47.1,47.4,06/10/05,46,52
1604,06/11/13,47,47.5,06/11/05,46,52
1605,06/12/13,46.4,48.3,06/12/05,45.8,51.6
1606,06/13/13,46.6,48.3,06/13/05,45.6,51.3
1607,06/14/13,46.6,48.3,06/14/05,45.4,50.8
1608,06/15/13,47,47.8,06/15/05,45.8,50.4
1609,06/16/13,46.6,47.8,06/16/05,45.8,50.4
1610,06/17/13,46.4,48.3,06/17/05,45.8,50.4
1611,06/18/13,45.9,49.6,06/18/05,45.5,50.1
1612,06/19/13,46,49,06/19/05,45.3,49.4
1613,06/20/13,45.8,49.3,06/20/05,45.6,48.6
1614,06/21/13,45.6,49.1,06/21/05,45.6,48.6
1615,06/22/13,45.6,49,06/22/05,45.6,48.6
1616,06/23/13,46,48.8,06/23/05,46,49
1617,06/24/13,46,48.9,06/24/05,46.3,49.6
1618,06/25/13,45.9,48.8,06/25/05,46.7,50.3
1619,06/26/13,46,48.5,06/26/05,47,50.7
1620,06/27/13,46.4,48.3,06/27/05,47.3,51
1621,06/28/13,46.1,48.8,06/28/05,47.3,51
1622,06/29/13,46,48.9,06/29/05,47.3,51
1623,06/30/13,45.6,49.3,06/30/05,47.5,50.7
1624,07/01/13,45.8,49.3,07/01/05,47.8,50.3
1625,07/02/13,45.3,49.2,07/02/05,47.4,49.8
1626,07/03/13,45.3,48.8,07/03/05,47.7,49.3
1627,07/04/13,45.3,48.8,07/04/05,47.7,49.3
1628,07/05/13,45.3,48.5,07/05/05,47.7,49.3
1629,07/06/13,45.3,48.8,07/06/05,48.1,49
1630,07/07/13,45.2,49.2,07/07/05,48.3,48.7
1631,07/08/13,45.3,49.5,07/08/05,47.9,48.4
1632,07/09/13,45.5,50.3,07/09/05,47.7,48.3
1633,07/10/13,44.8,50.8,07/10/05,48,48.5
1634,07/11/13,44.6,49.8,07/11/05,48,48.5
1635,07/12/13,45.2,49.4,07/12/05,48,48.5
1636,07/13/13,45.4,48.8,07/13/05,47.6,48.8
1637,07/14/13,45.6,48.6,07/14/05,47.1,49.1
1638,07/15/13,45.2,49,07/15/05,46.4,49.3
1639,07/16/13,45.2,49.2,07/16/05,46,49.5
1640,07/17/13,45.8,49.4,07/17/05,45.7,49.7
1641,07/18/13,45.4,49.8,07/18/05,45.5,49.8
1642,07/19/13,45.6,49.6,07/19/05,45.5,49.8
1643,07/20/13,45.6,49.4,07/20/05,45.5,49.8
1644,07/21/13,45.8,49,07/21/05,45.6,49.5
1645,07/22/13,45.6,49.2,07/22/05,45.3,49.1
1646,07/23/13,45.4,48.9,07/23/05,45.3,49.1
1647,07/24/13,45.2,48.8,07/24/05,45.1,48.7
1648,07/25/13,45.3,48.8,07/25/05,45.4,48.5
1649,07/26/13,45.2,48.9,07/26/05,45.7,48.3
1650,07/27/13,45.1,49,07/27/05,45.7,48.3
1651,07/28/13,44.8,49.2,07/28/05,45,48.8
1652,07/29/13,44.7,49.3,07/29/05,44,49.3
1653,07/30/13,44.9,49.1,07/30/05,44,49.3
1654,07/31/13,45.4,48.9,07/31/05,44,49.3
1655,08/01/13,45.4,48.9,08/01/05,44.4,49.5
1656,08/02/13,45.3,48.8,08/02/05,44.4,49.5
1657,08/03/13,45.5,48.6,08/03/05,44.7,49.7
1658,08/04/13,45.2,48.8,08/04/05,44.5,50
1659,08/05/13,45.2,49.3,08/05/05,44.4,50.2
1660,08/06/13,45.1,49.3,08/06/05,44.1,50.2
1661,08/07/13,44.8,49.8,08/07/05,44,50.5
1662,08/08/13,44.2,50.3,08/08/05,44.2,50.8
1663,08/09/13,44,50.3,08/09/05,44.2,50.8
1664,08/10/13,43.6,51,08/10/05,44.2,50.8
1665,08/11/13,43.6,51.1,08/11/05,43.9,51.2
1666,08/12/13,43.9,50.9,08/12/05,43.5,51.7
1667,08/13/13,43.8,51.2,08/13/05,43.2,52.8
1668,08/14/13,43.8,51,08/14/05,43.3,53.8
1669,08/15/13,44.2,50.7,08/15/05,43.3,53.8
1670,08/16/13,44.2,50.5,08/16/05,43.3,53.8
1671,08/17/13,44.5,50.2,08/17/05,43.3,53.8
1672,08/18/13,44.7,50.2,08/18/05,43.4,53.6
1673,08/19/13,44.8,50,08/19/05,43.5,53.5
1674,08/20/13,44.5,50.3,08/20/05,43.7,53.2
1675,08/21/13,44.5,50.5,08/21/05,43.7,53.2
1676,08/22/13,44.7,50.3,08/22/05,43.7,53.2
1677,08/23/13,44.7,50.2,08/23/05,43.8,53
1678,08/24/13,44.7,50.2,08/24/05,43.9,53.4
1679,08/25/13,44.2,50.8,08/25/05,44,53.5
1680,08/26/13,44,50.7,08/26/05,44,53.5
1681,08/27/13,43.8,50.5,08/27/05,44,53.5
1682,08/28/13,44.2,50.6,08/28/05,43.6,53
1683,08/29/13,44.2,50,08/29/05,43.4,52.4
1684,08/30/13,44.2,50.4,08/30/05,43.6,52
1685,08/31/13,44.2,50.2,08/31/05,43.8,51.7
1686,09/01/13,44.4,50.2,09/01/05,44,51.5
1687,09/02/13,43.8,50.4,09/02/05,44,51.5
1688,09/03/13,43.6,50.4,09/03/05,44,51.5
1689,09/04/13,44,50.8,09/04/05,43.2,52.3
1690,09/05/13,44.4,50.8,09/05/05,42.7,52.5
1691,09/06/13,44.2,50.8,09/06/05,42.3,52.7
1692,09/07/13,44,50.8,09/07/05,41.9,53
1693,09/08/13,43.8,51,09/08/05,41.6,53.3
1694,09/09/13,43.5,50.9,09/09/05,41.3,53.7
1695,09/10/13,43.5,51.1,09/10/05,41.3,53.7
1696,09/11/13,43.6,51,09/11/05,42,53.5
1697,09/12/13,43.5,51.1,09/12/05,42.7,53.3
1698,09/13/13,43.5,51,09/13/05,42.7,53.3
1699,09/14/13,43.5,50.9,09/14/05,42.7,53.3
1700,09/15/13,43.5,51,09/15/05,42.5,53.7
1701,09/16/13,43.9,50.6,09/16/05,42.3,54.2
1702,09/17/13,44,50.6,09/17/05,42,54.4
1703,09/18/13,44.2,50.6,09/18/05,41.7,54.6
1704,09/19/13,44.1,50.6,09/19/05,41.5,55
1705,09/20/13,44.1,50.6,09/20/05,41.9,54.2
1706,09/21/13,43.9,50.5,09/21/05,42.1,53.8
1707,09/22/13,44.2,50.5,09/22/05,42.4,53.7
1708,09/23/13,43.9,50.7,09/23/05,42.6,53.4
1709,09/24/13,44.3,50.5,09/24/05,42.8,53.1
1710,09/25/13,44.2,50.5,09/25/05,43.2,52.8
1711,09/26/13,44.2,50.8,09/26/05,43.4,52.5
1712,09/27/13,43.8,51.2,09/27/05,43.5,52.3
1713,09/28/13,43.5,51.3,09/28/05,43.8,52
1714,09/29/13,44,51,09/29/05,43.8,52
1715,09/30/13,44.1,51,09/30/05,43.8,51.5
1716,10/01/13,44.5,50.6,10/01/05,43.8,51
1717,10/02/13,44.3,50.6,10/02/05,43.4,51.8
1718,10/03/13,43.9,50.9,10/03/05,42.8,52.8
1719,10/04/13,43.7,50.7,10/04/05,42.2,54
1720,10/05/13,43.7,50.9,10/05/05,41.7,55.3
1721,10/06/13,44.1,50.3,10/06/05,41.3,55.6
1722,10/07/13,44.3,50.3,10/07/05,41,56
1723,10/08/13,44.8,49.8,10/08/05,41,56
1724,10/09/13,44.3,50.4,10/09/05,40.7,55
1725,10/10/13,44.4,50.1,10/10/05,40.3,54.7
1726,10/11/13,44.7,50.1,10/11/05,39.9,54.2
1727,10/12/13,44.6,50.3,10/12/05,39.5,53.7
1728,10/13/13,44.4,50.4,10/13/05,39.5,53.7
1729,10/14/13,44.2,50.6,10/14/05,39.5,53.7
1730,10/15/13,44.1,50.3,10/15/05,39.9,54
1731,10/16/13,43.3,51.4,10/16/05,40,54.2
1732,10/17/13,43.4,51.3,10/17/05,39.8,54.2
1733,10/18/13,43.6,51.1,10/18/05,39.6,54.8
1734,10/19/13,43.7,51.2,10/19/05,39.7,55.3
1735,10/20/13,43.9,51,10/20/05,39.7,55.3
1736,10/21/13,43.7,51.3,10/21/05,39.7,55.3
1737,10/22/13,44.2,51,10/22/05,39.7,55.3
1738,10/23/13,44.3,50.8,10/23/05,40,55
1739,10/24/13,45.1,50.5,10/24/05,40.3,54.7
1740,10/25/13,45,50.8,10/25/05,40.7,54.5
1741,10/26/13,44.9,50.8,10/26/05,41,54.9
1742,10/27/13,45,50.8,10/27/05,41.3,54.7
1743,10/28/13,45,50.9,10/28/05,41.3,54.7
1744,10/29/13,44.9,50.9,10/29/05,41.3,54.7
1745,10/30/13,43.9,51.6,10/30/05,41,55.2
1746,10/31/13,43.9,51.5,10/31/05,40.7,55.6
1747,11/01/13,43.4,51.6,11/01/05,40.4,56.1
1748,11/02/13,43.4,51.7,11/02/05,40,56.6
1749,11/03/13,43.3,51.9,11/03/05,40,58
1750,11/04/13,43.5,51.9,11/04/05,40,58
1751,11/05/13,43.4,51.9,11/05/05,40,58
1752,11/06/13,42.7,52.2,11/06/05,40,58
1753,11/07/13,42.8,52,11/07/05,40,58
1754,11/08/13,42.4,52.4,11/08/05,40,58
1755,11/09/13,41.9,52.9,11/09/05,40,58
1756,11/10/13,42,52.9,11/10/05,40,58
1757,11/11/13,41.9,53.1,11/11/05,40,58
1758,11/12/13,41.4,53.3,11/12/05,40,58
1759,11/13/13,41.7,53.4,11/13/05,40,58
1760,11/14/13,41.3,54.3,11/14/05,40,58
1761,11/15/13,41.5,54.2,11/15/05,40,58
1762,11/16/13,41.3,54.2,11/16/05,40,58
1763,11/17/13,41.3,54.2,11/17/05,40,58
1764,11/18/13,40.7,54.4,11/18/05,40,58
1765,11/19/13,40.6,54.9,11/19/05,40,58
1766,11/20/13,40.3,55.3,11/20/05,40,58
1767,11/21/13,40.4,55.4,11/21/05,40,58
1768,11/22/13,40.5,55.4,11/22/05,40,58
1769,11/23/13,40.8,55.1,11/23/05,40,58
1770,11/24/13,40.6,55,11/24/05,40,58
1771,11/25/13,40.8,55,11/25/05,40,58
1772,11/26/13,41,55,11/26/05,40,58
1773,11/27/13,40.4,55.5,11/27/05,40,58
1774,11/28/13,40.4,55.5,11/28/05,40,58
1775,11/29/13,40.1,55.6,11/29/05,40,58
1776,11/30/13,40.1,55.5,11/30/05,40,58
1777,12/01/13,40.1,55.6,12/01/05,40,58
1778,12/02/13,40,55.6,12/02/05,40,58
1779,12/03/13,39.8,55.9,12/03/05,40,58
1780,12/04/13,40.1,55.5,12/04/05,40,58
1781,12/05/13,40.1,55.3,12/05/05,40,58
1782,12/06/13,40,55.4,12/06/05,40,58
1783,12/07/13,40.3,55.3,12/07/05,40,58
1784,12/08/13,40.6,55,12/08/05,40,58
1785,12/09/13,41.3,54.2,12/09/05,40,58
1786,12/10/13,41.3,53.4,12/10/05,40,58
1787,12/11/13,42.3,53.3,12/11/05,40,58
1788,12/12/13,42.7,53.1,12/12/05,40,58
1789,12/13/13,42.7,53.1,12/13/05,40,58
1790,12/14/13,42.6,53.2,12/14/05,40,58
1791,12/15/13,42.5,53.4,12/15/05,40,58
1792,12/16/13,42.6,53.3,12/16/05,40,58
1793,12/17/13,42.7,53.4,12/17/05,40,58
1794,12/18/13,42.5,53.5,12/18/05,40,58
1795,12/19/13,42.5,53.6,12/19/05,40,58
1796,12/20/13,42.2,53.9,12/20/05,40,58
1797,12/21/13,42.2,53.9,12/21/05,40,58
1798,12/22/13,42.1,54.1,12/22/05,40,58
1799,12/23/13,42.2,54,12/23/05,40,58
1800,12/24/13,42.4,53.8,12/24/05,40,58
1801,12/25/13,42.4,53.8,12/25/05,40,58
1802,12/26/13,42.3,53.9,12/26/05,40,58
1803,12/27/13,42.4,53.7,12/27/05,40,58
1804,12/28/13,42.6,53.6,12/28/05,40,58
1805,12/29/13,42.8,53.3,12/29/05,40,58
1806,12/30/13,42.7,53.4,12/30/05,40,58
1807,12/31/13,42.6,53.4,12/31/05,40,58
1808,01/01/14,42.6,53.4,01/01/06,40,58
1809,01/02/14,42.6,53.4,01/02/06,40,58
1810,01/03/14,42.4,53.6,01/03/06,40,58
1811,01/04/14,42.4,53.8,01/04/06,40,58
1812,01/05/14,42.3,53.8,01/05/06,40,58
1813,01/06/14,42.4,53.7,01/06/06,40,58
1814,01/07/14,42.8,53.7,01/07/06,40,58
1815,01/08/14,42.4,53.6,01/08/06,40,58
1816,01/09/14,42.1,53.1,01/09/06,40,58
1817,01/10/14,42,53.1,01/10/06,40,58
1818,01/11/14,42,53.3,01/11/06,40,58
1819,01/12/14,42.1,53.4,01/12/06,40,58
1820,01/13/14,42,53.4,01/13/06,40,58
1821,01/14/14,41.9,53.6,01/14/06,40,58
1822,01/15/14,42.1,53.3,01/15/06,40,58
1823,01/16/14,42.3,53.4,01/16/06,40,58
1824,01/17/14,42.4,52.8,01/17/06,40,58
1825,01/18/14,42.2,53,01/18/06,40,58
1826,01/19/14,42,53.2,01/19/06,43.6,52.8
1827,01/20/14,42.5,52.2,01/20/06,43.6,52.8
1828,01/21/14,42.8,51.8,01/21/06,43.6,52.8
1829,01/22/14,42.8,51.9,01/22/06,43.6,52.8
1830,01/23/14,43.2,51.6,01/23/06,43.6,52.8
1831,01/24/14,43.2,51.7,01/24/06,43.5,54.3
1832,01/25/14,43.6,51.7,01/25/06,43.5,54.3
1833,01/26/14,43.7,51.7,01/26/06,42.5,52.5
1834,01/27/14,43.7,51.7,01/27/06,43.5,52.3
1835,01/28/14,43.5,51.6,01/28/06,44,51.8
1836,01/29/14,43.1,51.6,01/29/06,43.5,52.6
1837,01/30/14,43.1,51.6,01/30/06,43,52.8
1838,01/31/14,43.4,51.5,01/31/06,42.9,52.9
1839,02/01/14,43.3,51.5,02/01/06,42.9,52.9
1840,02/02/14,43.3,51.5,02/02/06,42.9,52.9
1841,02/03/14,43.3,51.6,02/03/06,42.6,53.2
1842,02/04/14,43.2,51.7,02/04/06,42.6,53.2
1843,02/05/14,42.9,51.9,02/05/06,42.6,53.2
1844,02/06/14,43,51.8,02/06/06,42.6,53.2
1845,02/07/14,42.9,51.9,02/07/06,41.7,53.3
1846,02/08/14,42.8,52.3,02/08/06,41.7,53.3
1847,02/09/14,43.1,52.1,02/09/06,42.5,51.3
1848,02/10/14,43.3,52.1,02/10/06,42.6,52.6
1849,02/11/14,43.1,52.3,02/11/06,42.6,52.6
1850,02/12/14,42.5,53,02/12/06,42.6,52.6
1851,02/13/14,42.3,53,02/13/06,42.4,52.4
1852,02/14/14,43,52.6,02/14/06,42.4,52.4
1853,02/15/14,43.2,52.6,02/15/06,42.4,52.4
1854,02/16/14,43.6,52.4,02/16/06,42.4,52.4
1855,02/17/14,43,52.8,02/17/06,41.8,54
1856,02/18/14,43.2,52.8,02/18/06,41.8,54
1857,02/19/14,43.6,52.4,02/19/06,41.5,54
1858,02/20/14,44.4,52,02/20/06,41.5,54
1859,02/21/14,44.2,52,02/21/06,41.5,54
1860,02/22/14,44.2,51.8,02/22/06,41.3,54.8
1861,02/23/14,44.2,51.8,02/23/06,42.5,54
1862,02/24/14,44.4,52,02/24/06,42.5,54
1863,02/25/14,44,52.6,02/25/06,42.5,54
1864,02/26/14,43.3,52.3,02/26/06,42.5,54
1865,02/27/14,43,52.5,02/27/06,40.4,54.8
1866,02/28/14,43,52.5,02/28/06,40.4,54.8
1867,03/01/14,42.7,53,03/01/06,40.4,54.8
1868,03/02/14,42.5,53.2,03/02/06,38.7,56.7
1869,03/03/14,42.8,52.8,03/03/06,38.7,56.7
1870,03/04/14,43.1,52.7,03/04/06,38.7,56.7
1871,03/05/14,42.5,53.2,03/05/06,38.7,56.7
1872,03/06/14,42.3,53.3,03/06/06,39.8,57
1873,03/07/14,42.5,53.2,03/07/06,39.8,57
1874,03/08/14,42.7,53,03/08/06,39.8,57
1875,03/09/14,43,52.5,03/09/06,39.8,57
1876,03/10/14,43.1,52.4,03/10/06,39.6,57.4
1877,03/11/14,43.4,52.1,03/11/06,39.6,57.4
1878,03/12/14,43.2,52.6,03/12/06,39.6,57.4
1879,03/13/14,43,52.9,03/13/06,39,58.8
1880,03/14/14,42.7,52.7,03/14/06,38,58.4
1881,03/15/14,42.8,52.7,03/15/06,36.4,58
1882,03/16/14,42.9,52.6,03/16/06,36.9,57
1883,03/17/14,42.9,52.6,03/17/06,36.9,57
1884,03/18/14,42.9,52.3,03/18/06,37.6,57.7
1885,03/19/14,43.4,51.9,03/19/06,37.6,57.7
1886,03/20/14,43.4,52,03/20/06,37.6,57.7
1887,03/21/14,43.1,52.4,03/21/06,37.6,57.7
1888,03/22/14,42.9,52.6,03/22/06,37.6,57.7
1889,03/23/14,43.1,52.6,03/23/06,37.6,57.7
1890,03/24/14,43.1,52.4,03/24/06,37.6,57.7
1891,03/25/14,43.2,52.3,03/25/06,39.3,55.3
1892,03/26/14,43,53,03/26/06,39.3,55.3
1893,03/27/14,42.6,53.5,03/27/06,39.8,56.5
1894,03/28/14,42.4,53.8,03/28/06,39.8,56.5
1895,03/29/14,42.5,53.6,03/29/06,39.8,56.5
